OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-FL,USGS Florida Water Science Center,USGS-253003080330201,MIAMI HOMESTEAD AIRPORT WELL 1 AAH0162,Well,,03090206,,,,,25.50077778000000,-80.5505556000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,086,,,,,,,,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-253103080253601,S  -3073,Well,,03090206,,,,,25.51769444000000,-80.4266667000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,12,086,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,,35,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-253400080290001,AMERICANA VILLAGE WELL 1,Well,,03090206,,,,,25.58119444000000,-80.4864444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,086,,,,,,,,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-254139080233401,S  -1277,Well,,03090206,,,,,25.69454703000000,-80.3925538900000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,12,086,,,,,19520101,90,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-254156080214601,S  -3014,Well,,03090206,,,,,25.69887778000000,-80.3618111000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,8.20,feet,.5,feet,Level or other surveyed method.,NGVD29,US,12,086,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,19750614,132,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-254200080280001,MIAMI-DADE WEST WELL 31,Well,,03090206,,,,,25.70188889000000,-80.4714444000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,086,,,,,,,,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-254215080201401,S  - 996,Well,,03090206,,,,,25.70454643000000,-80.3369968000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,9.50,feet,.1,feet,Unknown.,NGVD29,US,12,086,,,,,19510101,100,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-254934080250401,G  -3276,Well,,03090206,,,,,25.82648673000000,-80.4175540000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,3,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,12,086,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,,40,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-254938080170902,S  -  11,Well,,03090206,,,,,25.82773889000000,-80.2856861000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,3,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,12,086,Biscayne aquifer,,Biscayne Limestone Aquifer,,,91,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-254958080171001,S  -1481,Well,,03090206,,,,,25.83315275000000,-80.2858837800000,,5,seconds,Interpolated from MAP.,NAD83,7.00,feet,.1,feet,Level or other surveyed method.,NGVD29,US,12,086,,,,,19660101,95,ft,107,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-255304080131601,S  -3131,Well,,03090206,,,,,25.88527778000000,-80.2204444000000,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,086,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,,60,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-255700080130001,S  -3081,Well,,03090206,,,,,25.95047220000000,-80.2156111000000,,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,12,086,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,,60,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-255852080134101,S  -2218,Well,,03090206,,,,,25.98592486000000,-80.2208813000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,12,011,,,,,19550101,110,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-255924080191101,"Well 2, in western Miramar, FL",Well,,03090206,,,,,25.99019444000000,-80.3197500000000,,10,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,,,,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-260031080110401,WELL 31 HOLLYWOOD,Well,,03090206,,,,,26.00861110000000,-80.1845000000000,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,2000,60,ft,84,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-260056080125501,S  -1455,Well,,03090206,,,,,26.01564608000000,-80.2461599000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,19630220,112,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-260230080142503,S  -2315,Well,,03090206,,,,,26.04203395000000,-80.2400485000000,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,19860101,125,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-260331080183001,"Well 5, in Cooper City, FL",Well,,03090206,,,,,26.05863889000000,-80.3084583000000,,10,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,1996,70,ft,80,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-260725080162101,S  -2310,Well,,03090206,,,,,26.12405000000000,-80.2723388900000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,19870101,140,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-260728080205002,"MARKHAM PARK S2 WELL (G-2501) NR FT LAUDERDALE, FL",Well,,03090206,,,,,26.12480879000000,-80.3469956000000,24000,1,seconds,Interpolated from MAP.,NAD83,6,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,19900101,24.20,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-260755080191701,"FLAMINGO PARK WELL AT SUNRISE, FL",Well,,03090206,,,,,26.13258623000000,-80.3203282000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,8,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,,19970201,22,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-260820080141001,S  -1505,Well,,03090206,,,,,26.12855556000000,-80.2354444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,8.00,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,,19600401,90,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-260927080192101,SUNRISE ARENA WELL 4,Well,,03090206,,,,,26.15744444000000,-80.3225833000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,,,,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-260960081410001,COLLIER WELL NO. RO 10S AAK6612,Well,,03090204,,,,,26.16605556000000,-81.6846111000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,021,Floridan aquifer system,,Upper Floridan Aquifer,,,842,ft,842,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261200080152301,S  -2068,Well,,03090206,,,,,26.20036134000000,-80.2561597900000,,Unknown,Unknown,Interpolated from MAP.,NAD83,14.67,feet,.01,feet,Unknown.,NGVD29,US,12,011,,,,,19730201,115,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261300080100001,POMPANO BEACH WEST WELL 24,Well,,03090206,,,,,26.23033333000000,-80.1700278000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,011,,,,,,,,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261441080153602,S  -2060,Well,,03090206,,,,,26.24480410000000,-80.2597709000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,12,011,,,,,19730201,105,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261450080071601,S  -1514,Well,,03090206,,,,,26.24758155000000,-80.1208777000000,24000,1,seconds,Interpolated from MAP.,NAD83,14.00,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,,19560101,140,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261525080165101,"EAGLE RIDGE PK WELL (G-2485) NR CORAL SPRINGS, FL",Well,,03090206,,,,,26.25730368000000,-80.2806047000000,24000,1,seconds,Interpolated from MAP.,NAD83,10,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,19880401,19.6,ft,20,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261537080141601,S  -2258,Well,,03090206,,,,,26.26063680000000,-80.2375480000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,19850101,152,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261633080142401,S  -2006,Well,,03090206,,,,,26.27674734000000,-80.2403257800000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,12,011,,,,,19670101,140,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261714080130101,"FERN GLEN PARK WELL (G-2483) NR CORAL SPRINGS, FL",Well,,03090206,,,,,26.28758024000000,-80.2167138900000,24000,1,seconds,Interpolated from MAP.,NAD83,16,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,19880401,19.5,ft,20,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261831080073201,S  -2262,Well,,03090206,,,,,26.30896819000000,-80.1253220000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,19790101,101,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261834080140501,NORTH SPRINGS ID WELL 1,Well,,03090206,,,,,26.30955556000000,-80.2346111000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,011,Biscayne aquifer,,Biscayne Limestone Aquifer,Unconfined single aquifer,,,,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261838080062001,S  -2186,Well,,03090206,,,,,26.31091253000000,-80.1053215000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,12,011,,,,,19650101,96,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-261900081260001,Ave Maria SA Well 2 AAJ9359,Well,,03090204,,,,,26.32188889000000,-81.4406167000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,021,,,,,,80,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262000080110000,Palm Beach Sys 9 SA Well 10 AAH8977,Well,,03090206,,,,,26.33727778000000,-80.1953333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,099,,,,,,157,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262000080110001,PALM BEACH WTP-9 WELL 2,Well,,03090206,,,,,26.34396700000000,-80.1950463000000,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,15,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,12,099,,,,,19720101,115,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262000080110002,Palm Beach Sys 9 SA Well 1 AAH8989,Well,,03090206,,,,,26.34369444000000,-80.1962778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,099,,,,,,135,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262109081243002,"LUC-7R WELL NR IMMOKALEE, FL replaces LUC-7",Well,,03090204,,,,,26.35280329000000,-81.4081605800000,,1,seconds,Interpolated from MAP.,NAD83,24,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,021,Surficial aquifer system,,Nonartesian Sand Aquifer,,,12,ft,12,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262245081241801,LUC-3 WELL NEAR IMMOKALEE,Well,,03090204,,,,,26.37941340000000,-81.4050215000000,,1,seconds,Interpolated from MAP.,NAD83,27,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,021,Surficial aquifer system,,Nonartesian Sand Aquifer,,,15,ft,15,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262500081430001,Corkscrew SA Well 28S AAN2642,Well,,03090204,,,,,26.43083889000000,-81.7236667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,071,,,,,,85,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262529081120701,"LUC-14 WELL NR IMMOKALEE, FL",Well,,03090204,,,,,26.42507760000000,-81.2017387000000,,1,seconds,Interpolated from MAP.,NAD83,27,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,051,Surficial aquifer system,,Nonartesian Sand Aquifer,,,13,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262800081420001,Corkscrew SA Well 29S AAN2618,Well,,03090204,,,,,26.47550833000000,-81.7105944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,071,,,,,,62,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262854081241301,LUC-2 WELL NR IMMOKALEE,Well,,03090204,,,,,26.48204850000000,-81.4035207900000,,1,seconds,Interpolated from MAP.,NAD83,33,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,021,Surficial aquifer system,,Nonartesian Sand Aquifer,,,12,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262858080083901,PB-1416 AAH8213,Well,,03090206,,,,,26.48330556000000,-80.1447500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,19,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,12,099,Biscayne aquifer,,,,19730510,150,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-262916081285401,"LUC-27 WELL NR IMMOKALEE, FL",Well,,03090204,,,,,26.48804859000000,-81.4815502000000,,1,seconds,Interpolated from MAP.,NAD83,30,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,021,Surficial aquifer system,,Nonartesian Sand Aquifer,,19980323,13,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-263000081390001,Green Meadows SA Well 12A AAC4117,Well,,03090204,,,,,26.51161667000000,-81.6528278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,071,,,,,,40,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-263000081430001,Green Meadows SA Well 4A AAC4098,Well,,03090204,,,,,26.51180278000000,-81.7174500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,071,,,,,,43,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-263028080070601,PB-1283 AAD6887,Well,,03090206,,,,,26.50927778000000,-80.1188888900000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,18,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,12,099,,,,,,100,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-263600080040000,Lake Worth SA Well 9 AAJ0613,Well,,03090206,,,,,26.60755556000000,-80.0695833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,099,,,,,,258,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-263640080040001,LAKE WORTH WELL NO. F1 AAH3489,Well,,03090206,,,,,26.60975000000000,-80.0675833000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,099,Floridan aquifer system,,Upper Floridan Aquifer,,,1520,ft,1520,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-263740081494001,FT. MYERS WELL NO. 5 AAD5738,Well,,03090205,,,,,26.62880556000000,-81.8265000000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,071,Floridan aquifer system,,Upper Floridan Aquifer,,,775,ft,775,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-263800080092101,PB-1408 AAH8007,Well,,03090206,,,,,26.63338889000000,-80.1559722000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,17,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,12,099,Surficial aquifer system,,,,,110,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-264100080080001,Palm Beach Sys 8 SA Well 18 AAI9758,Well,,03090206,,,,,26.69327778000000,-80.1448611000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,099,,,,,,150,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-264130081563001,CAPE CORAL WELL NO. 316 AAN2674,Well,,03100103,,,,,26.69105556000000,-81.9425278000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,071,Floridan aquifer system,,Upper Floridan Aquifer,,,883,ft,883,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-264157081262602,"LUC-21R WELL NR LABELLE, FL   replaces LUC-21",Well,,03090205,,,,,26.69954020000000,-81.4402984000000,,1,seconds,Interpolated from MAP.,NAD83,20,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,051,Surficial aquifer system,,Nonartesian Sand Aquifer,,,13,ft,13.0,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-264200080080001,Palm Beach Sys 8 SA Well 9 AAM2788,Well,,03090206,,,,,26.70411110000000,-80.1440833000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,099,,,,,,150,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-264401081313101,"LUC-25 WELL NR FT. DENAUD, FL",Well,,03090205,,,,,26.73387249000000,-81.5249667000000,,1,seconds,Interpolated from MAP.,NAD83,12,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,051,Surficial aquifer system,,Nonartesian Sand Aquifer,,,10.5,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-264460080406001,PALM BEACH WELL NO. 1 AAL5656,Well,,03090201,,,,,26.74913889000000,-80.6823333000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,099,Floridan aquifer system,,Upper Floridan Aquifer,,,1450,ft,1450,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-264500081260000,LaBelle SA Well 13,Well,,03090205,,,,,26.75695278000000,-81.4419861000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,051,,,,,,30,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-264607081292901,"LUC-10 WELL NR LABELLE, FL",Well,,03090205,,,,,26.76887098000000,-81.4912159000000,,1,seconds,Interpolated from MAP.,NAD83,17,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,12,051,Surficial aquifer system,,Nonartesian Sand Aquifer,,,13,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-264800081540001,Charlotte SA Well 2 AAH9396,Well,,03100103,,,,,26.80608889000000,-81.9033138900000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,015,,,,,,40,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-265138080074301,PB-1350 AAH0532,Well,,03090206,,,,,26.86147220000000,-80.1284444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,16,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,12,099,,,,,19760701,110,ft,200,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-265600080080201,PB-1390 (JUPITER WELL NO. 2R AAH1107),Well,,03090206,,,,,26.93305556000000,-80.1336111000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,099,Floridan aquifer system,,Upper Floridan Aquifer,,19700101,1673,ft,1673,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-270310080073001,MARTIN WELL NO. F1 AAH8062,Well,,03090206,,,,,27.05202778000000,-80.1241361000000,,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,085,Floridan aquifer system,,Upper Floridan Aquifer,,,1494,ft,1494,ft,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-270500080170001,Martin North SA Well 3,Well,,03090206,,,,,27.08838889000000,-80.2913333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,12,085,,,,,,120,ft,,,NWIS
USGS-FL,USGS Florida Water Science Center,USGS-271122080143101,M-657 AAH8121,Well,,03090206,,,,,27.18963889000000,-80.2420278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,15.00,feet,5.,feet,Interpolated from topographic map.,NGVD29,US,12,085,Surficial aquifer system,,,,19550101,125,ft,,,NWIS
